SentimentText,SentimentPolarity
잘 스며들지 않고,-1
자고 아침에 일어나면 촉촉하지 않네요.,-1
촉촉하지 않네요.,-1
할인을 못 받아 비싼 가격에 구입했습니다.,-1
피부가 건조한 느낌이 드네요. ,-1
향도 연해지면 좋을 것 같아요.,-1
"이거 바르고 자고 일어났는데, 피부가 건조한 느낌이 드네요. ",-1
흡수력도 떨어지고,-1
끈적임이 많고,-1
잘 스며들지 않아,-1
민감한 피부인 저한테는 맞지 않습니다.  ,-1
유통기한이 한달밖에 남지 않았네요. ,-1
샘플은 리뉴얼된 제품으로 양을 많이 줬어요. ,1
양을 많이 줬어요. ,1
유통기한이 짧아 맘에 들지는 않네요,-1
유통기한이 길고,1
피부도 촉촉해서,1
효과를 기대하며 꾸준히 사용하는 제품입니다.,0
자기 전에 바르고 자면 다음날 피부도 촉촉해서,1
"피부가 촉촉하지 않고, ",-1
건조한 느낌이네요. ,-1
"가격 대비 용량이 적고,",-1
유통기한이 짧은 것도 아쉬웠어요.,-1
향도 은은하면 좋을 것 같아요.,-1
피부가 건조해진 느낌입니다. ,-1
가격도 저렴하지 않네요.,-1
"바르고 아침에 일어났는데, 피부가 건조해진 느낌입니다. ",-1
민감성 피부인데 트러블도 없고 꾸준히 사용해보니 피부톤이 밝아지는게 느껴져요,1
트러블도 없고,1
피부톤이 밝아지는게 느껴져요,1
유통기한은 2024년 까지라 길고,1
사은구성품으로 보내주신 샘플 잘 쓰겠습니다.,1
써보니 향이 살짝 아쉽네요.,-1
가격이 비싸서,-1
발림성은 보통이고,0
촉촉하지 않네요. ,-1
피부가 부드러워진 느낌도 없어요. ,-1
향도 강한 편이고요.,-1
선호하지 않는 향이네요.,-1
"촉촉하지 않고, ",-1
사은품도 없어서 아쉽네요.,-1
촉촉한 수분감을 느낄 수 있습니다 ,1
가격이 저렴하진 않지만,-1
지속적으로 효과 기대하며 사용하려 합니다,0
저녁에 잠잘 때 바르고 자면 아침엔 촉촉한 수분감을 느낄 수 있습니다 ,1
저녁에 바르고 자면 아침에 너무 촉촉하네요. ,1
아침에 너무 촉촉하네요. ,1
보습력이 좋네요.  ,1
할인까지 받아서 좋았네요.,1
사은품까지  좋습니다. ,1
품질은 최고네요!,1
최근 제조한 제품으로 유통기한 3년이라 좋아요. ,1
싸게 잘 구매해서 ,1
피부에 자극도 없고,1
건조해진 피부에 영양도 충분하게 공급해 주는 것 같아서 좋아요. ,1
영양도 충분하게 공급해 주는 것 같아서 좋아요. ,1
요즘같이 건조한 계절에는 꼭 필요한 제품인 것 같아요.,1
발림성도 좋아서 좋아요.,1
피부 당김이 심하네요. ,-1
"양도 적고, ",-1
향도 선호하지 않는 향이라 불편하네요.,-1
"건조할 때 저녁에 바르고 자면 좋다고 했는데, 아침에 일어났더니, 피부 당김이 심하네요.",-1
"저녁에 바르고 자면 좋다고 했는데, 아침에 일어났더니, 피부 당김이 심하네요.",-1
묻어나고 ,-1
촉촉하지 않고,-1
효과가 별로네요.,-1
향도 은은하고 ,1
 가격이 저렴하지는 않지만 ,-1
품질과 사용감은 좋네요. ,1
사용감은 좋네요. ,1
사은품도 많고 ,1
할인때 구입해서 좋네요.  ,1
건성인 피부엔 맞지 않네요.,-1
촉촉하지 않고,-1
환해지는 느낌도 없어요.,-1
자외선 차단 효과는 아직 좋은지 모르겠습니다.,0
좋아하는 향이 아닙니다.,-1
주머니에 가지고 다니면서 사용하기에는 용기 사이즈가 있어서 불편할 것 같아요.,-1
용기 사이즈가 있어서 불편할 것 같아요.,-1
피부결이  좋아지면 좋겠습니다,0
 촉촉하고 ,1
자주 쓰다 보니 용량이 좀 아쉬운 듯합니다.,-1
부드러움이 느껴지지 않아요.,-1
저와는 맞지 않는 거 같아요. ,-1
피부가 번들 거리고 ,-1
끈적여서 ,-1
탄력에 효과가 있는 줄 알았는데 꾸준히 사용해도 효과는 모르겠어요.,-1
피부가 건성이라 그런지 촉촉하지 않네요. ,-1
촉촉하지 않네요. ,-1
"저녁에 잘 때 바르고 아침에 일어났는데, 제 피부가 건성이라 그런지 촉촉하지 않네요.",-1
가격도 비싸고,-1
용량도 아쉽지만,-1
효과 기대하며 피부 관리하려 합니다. ,0
한 번 사용해서 아직 효과는 모르겠지만,0
촉촉한 느낌이 없어요. ,-1
건성인 제 피부는 잘  맞지 않습니다. ,-1
제 피부는 잘  맞지 않습니다. ,-1
밤에 바르고 자면 아침에 촉촉한 느낌이 없어요.,-1
피부 당김이 살짝 있고,-1
보습력이 없어 아쉽네요.  ,-1
저녁에 기초마무리 단계에서 듬뿍 바르고 잤는데 다음날 피부 당김이 살짝 있고 보습력이 없어 아쉽네요.,-1
가격은 비싸네요.,-1
피부가 좋아진거 느끼지 못하겠습니다.,-1
유통기한이 얼마 안남아서 별로였어요. ,-1
샘플을 본품 용량만큼 받아 좋네요.,1
본품 용량만큼 받아 좋네요.,1
제형이 흘러내려서 사용하기 불편합니다. ,-1
사용하기 불편합니다. ,-1
 가격도 비싸게,-1
피부가 좋아지는 효과라도 있으면 좋겠습니다.,0
유통기한이 내년으로 넉넉합니다.,1
다른 곳에 비해 여기가 제일 저렴하네요.,1
바르고 잔 날과 바르지 않고 잔 다음날이 효과가 차이가 있습니다.,1
효과를 기대하며 꾸준히 바를 겁니다.,0
가격 대비 추천입니다.,1
촉촉함이 덜해요. ,-1
향도 제겐 강하네요.,-1
샘플도 기대했는데 안 보내주셨네요.,-1
바르고 자면 되서 간편하네요. ,1
샘플 하나 없는 점은 아쉬워요.,-1
약간 건조한 느낌입니다. ,-1
유효기간도 짧은 제품이라 아쉽네요.,-1
가격이 부담스럽고 ,-1
양이 적어서 아쉽습니다. ,-1
겉돌지 않고 바로 흡수되서 좋아요.,1
번들거림이 없어 괜찮은 듯하네요. ,1
" 피부톤이 맑고, ",1
밝아지는 듯한 느낌이 들어요.,1
저렴하게 잘 샀고,1
떼어내지 않고 잘 수 있는 팩이라서 사용하기 편합니다.,1
향은 별로지만 ,-1
제형이 무겁지 않고 ,1
적당히 쫀쫀해서 좋습니다. ,1
샘플이 없어서 아쉽네요.,-1
유통기한이 10월까지로 짧네요. ,-1
밤에 스킨에 이거 하나 바르고 자면 편합니다.,1
정품보다 반가격에 저렴하게 잘 산것 같아요,1
가격은 비싼 편입니다.,-1
정품 산거랑 향이 좀 다른 것 같은데 ,-1
촉촉함이 아쉽네요.,-1
듬뿍 바르고 자고 일어나보니 촉촉함이 아쉽네요.,-1
가격대비 양은 적지만,-1
효과가 좋으면 좋겠습니다.,0
자극적이지 않고,1
향도 강하지 않아 마음에 듭니다.,1
용량이 살짝 작은 것 같네요.,-1
피부 톤도 밝아지는거 같고 ,1
피부결도 매끈해 지는거 같아서,1
양이 살짝 아쉽지만,-1
약간 건조한 느낌이 드네요. ,-1
용량도 생각보다 작네요.,-1
"각질 많은 부위에 사용했는데, 사용 전과 후가 차이가 없어요. ",-1
꾸준히 사용 후 효과 있으면 좋겠습니다.,0
잘 발리고,1
얼굴이 시원합니다.,1
쿨링감이 있어요.,1
여름에 사용하기 좋을 것 같습니다.,1
사용하기 불편하고 귀찮은 감은 있어요.,-1
산뜻해진것 같지도 않고요.,-1
사용감이 개운하지도 않아요.,-1
부드럽게 잘 발리며,1
시원한느낌이에요. ,1
한번 써봐서 그렇게 효과가 좋은진 모르겠어요.,-1
효과는 아직 잘 모르겠어요.,0
유통기한 5개월 남은 걸 보내줘서,-1
아직 효과는 모르겠어요.,0
효과 기대하며 꾸준히 사용해 보려구요. ,0
향은 선호하지 않는 향이네요.,-1
가격도 저렴하고,1
OO 캐시도 받아서 싸게 샀습니다.,1
피부가 맑고 투명해진 느낌이 들어서 만족해요.,1
잘 발리고,1
자극이 없어서 좋습니다.,1
좋은 효과 기대해봅니다.,0
효과가 빠르게 진정된것 같네요.,1
양이 적어 아쉽지만,-1
피지가 제거 되지는 않았어요,-1
용량도 작네요,-1
아직 효과는 잘 모르겠지만 꾸준히 해보려합니다. ,0
피부가 맨들맨들하지도 촉촉함도 없어 아쉽습니다.,-1
촉촉함도 없어 아쉽습니다.,-1
제형이 좀 퍽퍽한 재질이라,-1
발림이 잘 펴 발라지지 않고,-1
사용감이 불편합니다,-1
피부가 확실히 맑아진 느낌이에요,1
가성비 괜찮습니다.,1
용량이 적어 ,-1
여드름 때문에 사용하는데 사용전과 별다른 효과가 없네요. ,-1
뽀송한 느낌도 없네요.,-1
"피부 진짜 안 좋은데, 이 제품 사용하면서 좋아진 것 같아요.",1
"각질과 피지가  없어졌고,",1
얼굴이 매끈해졌어요.,1
바를 때도 부드럽게 잘 발려서  기분이 좋네요. ,1
"케이스는 작지만, ",-1
양은 많아요.,1
"선호하는 향이 아니라 아쉽지만, ",-1
모공 관리는 잘 모르겠지만,-1
유통기한이 짧은 걸로 ,-1
제형이 뻑뻑한 타입이라,0
피부 당김이 있어서,1
"큰 효과가 있는지는 모르겠지만, 꾸준히 사용해 보려구요. ",0
양은 생각보다 적네요.,-1
피부가 매끈해진 기분은 있지만 ,1
모공이 깨끗해 지는 기분은 잘 모르겠네요,-1
제형이 머드팩 같이 부드러운 느낌이네요,1
산뜻한 기분이고,1
효과가 있는지는 전혀 못 느끼겠습니다.,-1
기대 많이 했는데 기능면에서는 많이 아쉽네요.,-1
효과가 없네요.,-1
용량이 작아서,-1
화끈함이 느껴지네요. ,-1
촉촉해졌어요. ,1
아직 효과는 더 써봐야 알 것 같아요.,0
가격이 비싸도 ,-1
효과가 없어요.,-1
 효과도 별로 없고,-1
돈 아까워서,-1
 아무런 효과도 안 보입니다. ,-1
모공과 피부결 정돈에 효과는 없는 것 같아요. ,-1
"피부가 살짝 당김이 있고,  ",-1
"용량은 생각보다 작고, ",-1
유통기한도 임박하네요.,-1
시원합니다.,1
피부가 따갑습니다.,-1
예민한 피부는 안 맞습니다.,-1
용량이 작지만,-1
꾸덕해 보이는 제형 질감에 비해,0
발림성 좋고,1
적당히 흡수되어서 좋습니다.,1
효과가 없는 것 같습니다.,-1
쿨링감도 있어서 좋습니다.,1
모공이 줄어 있고,1
피부결이 매끈해져서 좋습니다. ,1
용량이 적어 ,-1
용량을 늘려주세요.,-1
각질 정리에 도움이 돼요.,1
회색의 머드 제형이 마음에 들지 않고,-1
향도 거슬리기 때문입니다.,-1
세안 후 피부는 보송합니다.,1
트러블도 덜 올라오는 것 같습니다.,1
기능에서는 좋은 제품입니다.,1
자주 사용한다면 피부 진정이 될 것 같습니다.,0
트러블이 올라와 다른 제품을 써봤는데 이 제품은 괜찮아서 사용합니다.,1
용기가 작네요. ,-1
용량도 작네요.,-1
피지개선 효과는 아직 잘 모르겠지만 ,0
팩을 하고 나면 약간 당기는 느낌이 있다고 합니다.,-1
꾸준히 사용하면 피부 관리 좀 되겠지요.,0
발림성 좋습니다,1
모공 늘어짐에 확 조여주는 효과는 없습니다.,-1
시원합니다,1
모공수렴효과 있습니다 ,1
모공수축효과는 별로 느껴지지 않네요,-1
가격도 저렴합니다,1
많이 건조합니다.,-1
 모공 청소도 안 되니 ,-1
돈이 아깝네요,-1
 피부가 건조한데 ,-1
가을부터는 더 사용하기 힘들 것 같아요.,-1
용량이 작아서,-1
좁쌀여드름이 줄어든거 같지 않구요. ,-1
효과도 거의 없습니다,-1
별다른 효과를 보고 있지 못하고 있습니다. ,-1
심한 지성이신 분은 이 제품만으로 효과를 보시기에는 어려울 듯 해요.,-1
효과를 보시기에는 어려울 듯 해요.,-1
얼굴이 시원해지면서,1
붉은기랑 모공이 정리되는 게 바로 느껴져요.,1
모공이 정리되는 게 바로 느껴져요.,1
자극은 약간 있으니,-1
피부가 민감하신 분들은 사용하지 마세요.,-1
집안 여자들이 다 좋아해서 나눠 쓰고 있습니다.,1
피지가 개선된 것을 못 느낍니다. ,-1
피지 흡착이 잘 되지도 않고 ,-1
피지 분비가 개선되는지도 체감하지 못하네요. ,-1
화끈거리네요.,-1
"원래 화끈거리는건지 잘 모르겠지만, 피부 자극이 있네요",-1
용량이 생각보다 많이 작네요,-1
모공 수축 효과를 모르겠지만,-1
땡기는 느낌이 들어요,-1
모공이 정돈되는 듯한 느낌이 들고,1
사용감이 개운합니다.,1
샘플은 없지만,-1
가격이 저렴해서 좋습니다.,1
피부가 화사해지지 않고 ,-1
번들거림도 있고,-1
모공수축도 확실히 되는거 같진 않네요,-1
드라마틱한 효과는 없습니다.,-1
"효과 기대하며 사용했는데, ",0
피부가 좋아지는 느낌은 무리인 것 같습니다.,-1
꾸준히 하다 보면 좋아지지 않을까 효과 기대하며 열심히 사용하고 있습니다.,0
가격대비 용량 작아요.,-1
효과도 아직 없고,-1
화끈함이 느껴져요. ,-1
피부가 건조해져서,-1
피부톤이 맑지가 않아요,-1
가성비도 별로에요.,-1
유분기 많은 피부에는 안 맞는 것 같습니다.,-1
제품에 유분기가 많아서 안 좋습니다,-1
피부가 건조한 느낌입니다. ,-1
"양도 적은 듯하지만,",-1
꾸준히 사용하면 효과 좋아질 듯하네요.,0
"모공에 자극 없고, ",1
효과는 더 지켜봐야 할 듯합니다. ,0
제품 사용기간은 좀 짧은 듯하네요.,-1
드라마틱한 효과는 없어도,-1
꾸준히 사용하면 모공을 깨끗이 관리할 수 있을까 기대 합니다,0
가격이 비싸요. ,-1
가성비 좋은 상품은 아닙니다,-1
아직까지 효과를 못 봤습니다,-1
코쪽 모공도 이걸로는 관리가 안됩니다. ,-1
시원한 느낌이 없어요.,-1
효과가 뛰어나지 않네요.,-1
순해요.,1
제형에 알맹이들이 느껴지는데 살살 문지르면 부서져서 피부에 자극이 되지 않습니다. ,1
피부에 자극이 되지 않습니다. ,1
사용감이 개운한 느낌이 들어서 좋습니다.,1
효과도 기대해 봅니다.,0
가격이 저렴하지 않아서,-1
사용감이 개운하지도 않고,-1
피부가 부드러워진것 같지도 않아요.,-1
효과가 전혀 없습니다.,-1
양도 작은데,-1
효과도 없어요,-1
피부가 많이 촉촉하지는 않아요.,-1
블랙 헤드가 사라지지도 않아서,-1
피부톤이 환해지는지 모르겠어요. ,-1
모공 수축은 아직 좀 더 써봐야 알 것 같아요.,0
가격 대비 용량은 좀 아쉽네요.,-1
용량대비 가격 비싸요. ,-1
구성으로 스푼이 들어있으면 좋았을 것 같습니다.,-1
모공 개선 효과를 기대해 봅니다.,0
저렴하게 샀습니다.,1
화한 느낌이 있습니다.,-1
제형에 알갱이 같은 것도 들어있는데,0
좁쌀 올라온 게 진정이 됩니다.,1
자극적이진 않으니,1
효과를 기대하며,0
따끔거리는 느낌이 듭니다.,-1
제형이 살짝 알갱이 같은 것도 있어요.,0
드라마틱한 효과는 없습니다 ,-1
꾸준히 사용하다 보면 효과 있기를 기대합니다.,0
가격대비 상품 품질이 안 좋습니다.,-1
제 피부에는 안 맞아요.,-1
건성 피부라서 그런지 많이 촉촉한 것 같진 않아요.,-1
모공 수축 효과는 기대해 봅니다.,0
많이 촉촉한 것 같진 않아요.,-1
세안시 자극적이지 않고,1
닦아내기도 편해서 사용하기 좋습니다.,1
발림성도 괜찮아요.,1
가격이 저렴해서 인지 ,1
용량은 작아요.,-1
가격대도 약간 있고. ,-1
용량도 작아진 느낌입니다.,-1
건성이신 분들은 하나만 사용하면 당김이 심합니다. ,-1
하나만 사용하면 당김이 심합니다. ,-1
머드 제품은 잘 안 씻기는 게 단점인데 그 점이 보완돼서 좋고,1
수분감이 안 날아가서 좋습니다. ,1
제 피부에는 안 맞아요,-1
 산뜻한 느낌이 없고 ,-1
피지가 눈에 띄게 사라지지는 않습니다.,-1
모공이 넓은 피부인 저에게는 효과가 없는듯 합니다.,-1
얼굴 땡김이 있고 ,-1
사용감이 매트합니다. ,-1
보습력이 아쉽네요. ,-1
효과 기대하며 사용해 보겠습니다.,0
가격대비 품질이 살짝 아쉽네요.,-1
마스크를 사용하고 아침에 일어나면 얼굴 땡김이 있고,-1
쿨링 효과가 있어서,1
사용감이 답답하지 않아 시원합니다.,1
사용하고 나면 피부가 부드러워집니다.,1
가격만 저렴해지면 좋겠습니다.,-1
팩 하고 나서도 블랙 헤드 그대로 에요.,-1
피부톤이 좋아지지도 않아요.,-1
모공 수축 기능도 기대했는데 달라진 점이 없습니다.,-1
